ID,Brand,Model,Fuel,Mileage,Year,Transmission,Price,Bodywork,CO2,Color,Euro Standard,Doors,HP,Description,Link
FB122535,BMW,Serie X X2,Gas,56987,2021,Automatic,27990,SUV,1.0,Wit,Euro 6,5,136,"Deze BMW Serie X X2 X2 M-Sportpakket is voor het eerst ingeschreven in 2021 

en heeft 56 987 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereBMW Serie X X2",https://www.autosphere.be/nl/detail/bmw-serie-x-x2-x2-m-sportpakket-4000-liege-fb122535
FB122665,Renault,Arkana,Hybride,69260,2022,Automatic,21990,SUV,96.0,Niet vermeld,Euro 6,5,94,"Deze Renault Arkana Intens is voor het eerst ingeschreven in 2022 

en heeft 69 260 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Arkana",https://www.autosphere.be/nl/detail/renault-arkana-intens-4000-liege-fb122665
FB123652,Renault,Scenic,Elektrisch,60,2025,Automatic,42590,Van,119.22670807453416,Grijs,Euro 7,5,218,"Deze Renault Scenic E-Tech Alpine is voor het eerst ingeschreven in 2025 

en heeft 60 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Scenic",https://www.autosphere.be/nl/detail/renault-scenic-e-tech-alpine-4000-liege-fb123652
FB122973,Renault,Arkana,Hybride,86345,2021,Automatic,19490,SUV,96.0,Blauw,Euro 6,5,94,"Deze Renault Arkana R.S. Line is voor het eerst ingeschreven in 2021 

en heeft 86 345 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Arkana",https://www.autosphere.be/nl/detail/renault-arkana-r-s-line-4000-liege-fb122973
FB123330,Jeep,Compass,Gas,51666,2020,Manual,16990,SUV,149.0,Grijs,Euro 6,5,140,"Deze Jeep Compass Limited is voor het eerst ingeschreven in 2020 

en heeft 51 666 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereJeep Compass",https://www.autosphere.be/nl/detail/jeep-compass-limited-4000-liege-fb123330
FB124399,Fiat,Panda,Gas,34864,2018,Manual,8990,City,119.0,Grijs,Euro 6,3,69,"Deze Fiat Panda Pop is voor het eerst ingeschreven in 2018 

en heeft 34 864 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereFiat Panda",https://www.autosphere.be/nl/detail/fiat-panda-pop-4000-liege-fb124399
FB123772,Dacia,Sandero,LPG,10316,2024,Manual,16490,Limousine,139.0,Blauw,Euro 6,5,91,"Deze Dacia Sandero III Expression is voor het eerst ingeschreven in 2024 

en heeft 10 316 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereDacia Sandero",https://www.autosphere.be/nl/detail/dacia-sandero-iii-expression-4000-liege-fb123772
FB124962,Peugeot,108,Gas,113856,2019,Manual,7990,City,112.0,Wit,Euro 6,5,72,"Deze Peugeot 108 5P is voor het eerst ingeschreven in 2019 

en heeft 113 856 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze anderePeugeot 108",https://www.autosphere.be/nl/detail/peugeot-108-5p-4000-liege-fb124962
FB125350,Renault,Captur,Hybride,17315,2023,Automatic,21290,SUV,107.0,Rood,Euro 6,5,94,"Deze Renault Captur II Techno is voor het eerst ingeschreven in 2023 

en heeft 17 315 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Captur",https://www.autosphere.be/nl/detail/renault-captur-ii-techno-4000-liege-fb125350
FB125363,Renault,Captur,Gas,13062,2023,Manual,19290,SUV,132.0,Grijs,Euro 6,5,91,"Deze Renault Captur II Techno is voor het eerst ingeschreven in 2023 

en heeft 13 062 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Captur",https://www.autosphere.be/nl/detail/renault-captur-ii-techno-4000-liege-fb125363
FB125362,Renault,Captur,Hybride,11261,2024,Automatic,21690,SUV,134.0,Zwart,Euro 6,5,140,"Deze Renault Captur II Techno is voor het eerst ingeschreven in 2024 

en heeft 11 261 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Captur",https://www.autosphere.be/nl/detail/renault-captur-ii-techno-4000-liege-fb125362
FB125944,Renault,Clio,Gas,7479,2024,Manual,16890,City,120.0,Wit,Euro 6,5,90,"Deze Renault Clio TECHNO TCE 90 is voor het eerst ingeschreven in 2024 

en heeft 7 479 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Clio",https://www.autosphere.be/nl/detail/renault-clio-techno-tce-90-4000-liege-fb125944
FB125365,Renault,Captur,Gas,20341,2023,Manual,16990,SUV,132.0,Grijs,Euro 6,5,91,"Deze Renault Captur II Equilibre is voor het eerst ingeschreven in 2023 

en heeft 20 341 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Captur",https://www.autosphere.be/nl/detail/renault-captur-ii-equilibre-4000-liege-fb125365
FB125397,Renault,Clio,Diesel,22318,2023,Manual,17590,City,108.0,Rood,Euro 6,5,100,"Deze Renault Clio V Techno DCI 100 is voor het eerst ingeschreven in 2023 

en heeft 22 318 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Clio",https://www.autosphere.be/nl/detail/renault-clio-v-techno-dci-100-4000-liege-fb125397
FB125983,Renault,Megane,Elektrisch,6277,2023,Automatic,28690,City,119.22670807453416,Grijs,Euro 7,5,131,"Deze Renault Megane E-Tech Techno is voor het eerst ingeschreven in 2023 

en heeft 6 277 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Megane",https://www.autosphere.be/nl/detail/renault-megane-e-tech-techno-4000-liege-fb125983
FB125986,Renault,Espace,Hybride,12368,2024,Automatic,36790,Van,108.0,Wit,Euro 6,5,200,"Deze Renault Espace TECHNO E-TECH FULL HYBRID 200 QNC is voor het eerst ingeschreven in 2024 

en heeft 12 368 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Espace",https://www.autosphere.be/nl/detail/renault-espace-techno-e-tech-full-hybrid-200-qnc-4000-liege-fb125986
FB126011,Renault,Captur,Gas,33321,2023,Manual,17390,SUV,132.0,Zwart,Euro 6,5,91,"Deze Renault Captur II Equilibre 90 is voor het eerst ingeschreven in 2023 

en heeft 33 321 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Captur",https://www.autosphere.be/nl/detail/renault-captur-ii-equilibre-90-4000-liege-fb126011
FB126040,Dacia,Spring,Elektrisch,25052,2023,Automatic,12990,Limousine,119.22670807453416,Groen,Euro 6,5,65,"Deze Dacia Spring Extreme is voor het eerst ingeschreven in 2023 

en heeft 25 052 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereDacia Spring",https://www.autosphere.be/nl/detail/dacia-spring-extreme-4000-liege-fb126040
FB126014,Renault,Scenic,Elektrisch,11263,2024,Automatic,41190,Van,119.22670807453416,Grijs,Euro 7,5,218,"Deze Renault Scenic E-Tech Alpine is voor het eerst ingeschreven in 2024 

en heeft 11 263 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Scenic",https://www.autosphere.be/nl/detail/renault-scenic-e-tech-alpine-4000-liege-fb126014
FB126249,Dacia,Duster,Gas,51809,2017,Manual,11490,SUV,145.0,Antraciet,Euro 6,5,114,"Deze Dacia Duster I is voor het eerst ingeschreven in 2017 

en heeft 51 809 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereDacia Duster",https://www.autosphere.be/nl/detail/dacia-duster-i-4000-liege-fb126249
FB127912,Renault,Austral,Hybride,17792,2024,Automatic,34490,SUV,105.0,Wit,Euro 6,5,131,"Deze Renault Austral Iconic is voor het eerst ingeschreven in 2024 

en heeft 17 792 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Austral",https://www.autosphere.be/nl/detail/renault-austral-iconic-4000-liege-fb127912
FB126435,Renault,Captur,Hybride,5025,2024,Automatic,27990,SUV,105.0,Blauw,Euro 6,5,94,"Deze Renault Captur II Esprit Alpine is voor het eerst ingeschreven in 2024 

en heeft 5 025 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Captur",https://www.autosphere.be/nl/detail/renault-captur-ii-esprit-alpine-4000-liege-fb126435
FB128485,Renault,Rafale,Hybride,17000,2024,Automatic,45990,SUV,106.0,Zwart,Euro 6,5,200,"Deze Renault Rafale Esprit Alpine is voor het eerst ingeschreven in 2024 

en heeft 17 000 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Rafale",https://www.autosphere.be/nl/detail/renault-rafale-esprit-alpine-4000-liege-fb128485
FB126501,Renault,Austral,Hybride,12634,2024,Automatic,34800,SUV,102.0,Grijs,Euro 6,5,200,"Deze Renault Austral esprit alpine*200cv* is voor het eerst ingeschreven in 2024 

en heeft 12 634 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Austral",https://www.autosphere.be/nl/detail/renault-austral-esprit-alpine*200cv*-4030-liege-fb126501
FB120436,Renault,Austral,Hybride,10,2025,Automatic,39908,SUV,125.0,Grijs,Euro 6,5,200,"Deze Renault Austral Techno is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Austral",https://www.autosphere.be/nl/detail/renault-austral-techno-4620-fleron-fb120436
FB112059,Renault,Master,Diesel,343,2024,Manual,42350,Other,160.0,Wit,Euro 6,4,165,"Deze Renault Master ChĂ˘ssis Double cabine plateau*Attelage*GPS is voor het eerst ingeschreven in 2024 

en heeft 343 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Master",https://www.autosphere.be/nl/detail/renault-master-chassis-double-cabine-plateau*attelage*gps-4620-fleron-fb112059
FB119991,Dacia,Sandero,Gas,45739,2021,Manual,14990,Limousine,115.0,Oranje,Euro 6,5,91,"Deze Dacia Sandero STEPWAY*CAMERA*NAVI*AIRCO* is voor het eerst ingeschreven in 2021 

en heeft 45 739 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereDacia Sandero",https://www.autosphere.be/nl/detail/dacia-sandero-stepway*camera*navi*airco*-4620-fleron-fb119991
FB120508,Renault,Kangoo,Diesel,10,2025,Manual,33588,Other,146.0,Zwart,Euro 6,2,95,"Deze Renault Kangoo !! NERI FLERON !! GRAND TECHNO BLUE DCI 95 is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Kangoo",https://www.autosphere.be/nl/detail/renault-kangoo-neri-fleron-grand-techno-blue-dci-95-4620-fleron-fb120508
FB120608,Renault,Rafale,Hybride,10,2025,Automatic,51570,SUV,107.0,Blauw,Euro 6,5,200,"Deze Renault Rafale !!NERI FLERON!! ESPRIT ALPINE FULL HYBRID 200 is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Rafale",https://www.autosphere.be/nl/detail/renault-rafale-neri-fleron-esprit-alpine-full-hybrid-200-4620-fleron-fb120608
FB126340,Renault,Scenic,Elektrisch,14999,2025,Automatic,44590,Van,119.22670807453416,Wit,Euro 6,5,218,"Deze Renault Scenic E-Tech Iconic*SOLARBAY*220CV* is voor het eerst ingeschreven in 2025 

en heeft 14 999 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Scenic",https://www.autosphere.be/nl/detail/renault-scenic-e-tech-iconic*solarbay*220cv*-4620-fleron-fb126340
FB126993,Renault,Clio,Gas,14990,2024,Manual,18990,City,98.0,Zwart,Euro 6,5,91,"Deze Renault Clio V TECHNO is voor het eerst ingeschreven in 2024 

en heeft 14 990 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Clio",https://www.autosphere.be/nl/detail/renault-clio-v-techno-4620-fleron-fb126993
FB116276,Mitsubishi,ASX,Gas,19480,2017,Manual,14990,SUV,131.0,Bruin,Euro 6,5,116,"Deze Mitsubishi ASX 1.6i is voor het eerst ingeschreven in 2017 

en heeft 19 480 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereMitsubishi ASX",https://www.autosphere.be/nl/detail/mitsubishi-asx-1-6i-4040-herstal-fb116276
FB114677,Volvo,V40,Diesel,74138,2016,Manual,13990,Limousine,94.0,Zwart,Euro 6,5,120,"Deze Volvo V40 Kinetic R DESIGN is voor het eerst ingeschreven in 2016 

en heeft 74 138 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolvo V40",https://www.autosphere.be/nl/detail/volvo-v40-kinetic-r-design-4040-herstal-fb114677
FB116659,Seat,Leon,Gas,46408,2022,Manual,18990,Other,109.0,Zilvergrijs,Euro 6,5,110,"Deze Seat Leon Move Navi!*GPS*Carplay*APS Av/Ar*Clim auto is voor het eerst ingeschreven in 2022 

en heeft 46 408 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSeat Leon",https://www.autosphere.be/nl/detail/seat-leon-move-navi-*gps*carplay*aps-av-ar*clim-auto-4040-herstal-fb116659
FB118461,BMW,Serie 4 418,Diesel,112133,2018,Automatic,23990,Coupé,155.0,Grijs,Euro 6,5,150,"Deze BMW Serie 4 418 d PACK M is voor het eerst ingeschreven in 2018 

en heeft 112 133 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereBMW Serie 4 418",https://www.autosphere.be/nl/detail/bmw-serie-4-418-d-pack-m-4040-herstal-fb118461
FB118609,Seat,Ateca,Gas,91169,2021,Manual,18990,SUV,121.0,Zilvergrijs,Euro 6,5,110,"Deze Seat Ateca MOVE is voor het eerst ingeschreven in 2021 

en heeft 91 169 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSeat Ateca",https://www.autosphere.be/nl/detail/seat-ateca-move-4040-herstal-fb118609
FB119689,Mercedes-Benz,CLA 200,Diesel,108933,2021,Automatic,28990,Coupé,143.0,Zwart,Euro 6,5,150,"Deze Mercedes-Benz CLA 200 CLA d is voor het eerst ingeschreven in 2021 

en heeft 108 933 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereMercedes-Benz CLA 200",https://www.autosphere.be/nl/detail/mercedes-benz-cla-200-cla-d-4040-herstal-fb119689
FB119715,Skoda,Kodiaq,Gas,116864,2017,Manual,21990,Other,156.0,Grijs,Euro 6,5,150,"Deze Skoda Kodiaq Ambition is voor het eerst ingeschreven in 2017 

en heeft 116 864 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Kodiaq",https://www.autosphere.be/nl/detail/skoda-kodiaq-ambition-4040-herstal-fb119715
FB120408,Seat,Arona,Gas,45196,2022,Manual,15990,SUV,110.0,Grijs,Euro 6,5,95,"Deze Seat Arona / Arona Style is voor het eerst ingeschreven in 2022 

en heeft 45 196 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSeat Arona",https://www.autosphere.be/nl/detail/seat-arona-arona-style-4040-herstal-fb120408
FB121717,Peugeot,5008,Diesel,16844,2022,Manual,28990,Van,107.0,Zilvergrijs,Euro 6,5,131,"Deze Peugeot 5008 II Allure is voor het eerst ingeschreven in 2022 

en heeft 16 844 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze anderePeugeot 5008",https://www.autosphere.be/nl/detail/peugeot-5008-ii-allure-4040-herstal-fb121717
FB119994,Dacia,Dokker,Diesel,83521,2020,Manual,12990,SUV,116.0,Blauw,Euro 6,5,95,"Deze Dacia Dokker Stepway is voor het eerst ingeschreven in 2020 

en heeft 83 521 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereDacia Dokker",https://www.autosphere.be/nl/detail/dacia-dokker-stepway-4000-liege-fb119994
FB119810,Skoda,Fabia,Gas,110363,2020,Manual,12990,Other,103.0,Grijs,Euro 6,5,95,"Deze Skoda Fabia III Style is voor het eerst ingeschreven in 2020 

en heeft 110 363 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSkoda Fabia",https://www.autosphere.be/nl/detail/skoda-fabia-iii-style-4000-liege-fb119810
FB120354,Renault,Kadjar,Gas,71431,2018,Manual,14990,SUV,134.0,Wit,Euro 6,5,140,"Deze Renault Kadjar Limited#2 is voor het eerst ingeschreven in 2018 

en heeft 71 431 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Kadjar",https://www.autosphere.be/nl/detail/renault-kadjar-limited%232-4000-liege-fb120354
FB105648,Dacia,Duster,LPG,32662,2022,Manual,18990,SUV,145.0,Wit,Euro 6,5,91,"Deze Dacia Duster Prestige*LPG*GPS*CamĂ©ra*Attelage* is voor het eerst ingeschreven in 2022 

en heeft 32 662 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereDacia Duster",https://www.autosphere.be/nl/detail/dacia-duster-prestige*lpg*gps*camera*attelage*-4000-liege-fb105648
FB120696,Renault,Clio,Gas,10,2025,Automatic,23679,City,120.0,Zwart,Euro 6,5,90,"Deze Renault Clio V is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Clio",https://www.autosphere.be/nl/detail/renault-clio-v-4000-liege-fb120696
FB120394,Kia,Ceed,Gas,104660,2019,Manual,12990,Limousine,145.0,Antraciet,Euro 6,5,99,"Deze Kia Ceed and Pro /Pro is voor het eerst ingeschreven in 2019 

en heeft 104 660 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereKia Ceed",https://www.autosphere.be/nl/detail/kia-ceed-and-pro-pro-4000-liege-fb120394
FB120699,Renault,Captur,Gas,10,2025,Manual,23989,SUV,133.0,Grijs,Euro 6,5,90,"Deze Renault Captur II Techno is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Captur",https://www.autosphere.be/nl/detail/renault-captur-ii-techno-4000-liege-fb120699
FB120706,Renault,Clio,Gas,10,2025,Automatic,18459,City,119.22670807453416,Grijs,Euro 6,5,90,"Deze Renault Clio V is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Clio",https://www.autosphere.be/nl/detail/renault-clio-v-4000-liege-fb120706
FB120703,Renault,Rafale,Hybride,10,2025,Automatic,51929,SUV,113.0,Blauw,Euro 6,5,200,"Deze Renault Rafale Esprit Alpine is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Rafale",https://www.autosphere.be/nl/detail/renault-rafale-esprit-alpine-4000-liege-fb120703
FB120716,Renault,Clio,Gas,10,2025,Manual,20889,City,119.0,Grijs,Euro 6,5,90,"Deze Renault Clio V is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Clio",https://www.autosphere.be/nl/detail/renault-clio-v-4000-liege-fb120716
FB120711,Renault,Austral,Hybride,10,2025,Automatic,43159,SUV,109.0,Zwart,Euro 6,5,200,"Deze Renault Austral Iconic is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault Austral",https://www.autosphere.be/nl/detail/renault-austral-iconic-4000-liege-fb120711
FB120721,Renault,R5,Elektrisch,10,2025,Automatic,33859,City,119.22670807453416,Zwart,Euro 6,5,150,"Deze Renault R5 Techno is voor het eerst ingeschreven in 2025 

en heeft 10 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereRenault R5",https://www.autosphere.be/nl/detail/renault-r5-techno-4000-liege-fb120721
FB120814,Dacia,Duster,Gas,16102,2023,Manual,20990,SUV,129.0,Zwart,Euro 6,5,91,"Deze Dacia Duster II Journey is voor het eerst ingeschreven in 2023 

en heeft 16 102 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereDacia Duster",https://www.autosphere.be/nl/detail/dacia-duster-ii-journey-4000-liege-fb120814
FB121332,Volkswagen,Polo,Gas,111083,2017,Manual,10990,Limousine,109.0,Blauw,Euro 6,5,90,"Deze Volkswagen Polo V Comfortline is voor het eerst ingeschreven in 2017 

en heeft 111 083 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Polo",https://www.autosphere.be/nl/detail/volkswagen-polo-v-comfortline-4000-liege-fb121332
FB126554,Volkswagen,Up!,Gas,62641,2021,Manual,11990,Limousine,98.0,Grijs,Euro 6,5,65,"Deze Volkswagen Up! 1.E 65 CV Climatronic*Camera*5 portes is voor het eerst ingeschreven in 2021 

en heeft 62 641 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Up!",https://www.autosphere.be/nl/detail/volkswagen-up-1-e-65-cv-climatronic*camera*5-portes-4140-sprimont-fb126554
FB128452,Volkswagen,T-Cross,Gas,200,2025,Automatic,26500,SUV,131.0,Zwart,Euro 6,5,116,"Deze Volkswagen T-Cross 1.0 TSi 116 CV DSG*Navi*Carplay*Camera is voor het eerst ingeschreven in 2025 

en heeft 200 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen T-Cross",https://www.autosphere.be/nl/detail/volkswagen-t-cross-1-0-tsi-116-cv-dsg*navi*carplay*camera-4140-sprimont-fb128452
FB127101,Volkswagen,Golf,Hybride,10000,2025,Automatic,36990,Limousine,10.0,Blauw,Euro 6,5,150,"Deze Volkswagen Golf Style PHEV DISPO JUIN 25 is voor het eerst ingeschreven in 2025 

en heeft 10 000 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Golf",https://www.autosphere.be/nl/detail/volkswagen-golf-style-phev-dispo-juin-25-4140-sprimont-fb127101
FB104885,Volkswagen,T-Roc,Gas,100100,2020,Manual,18990,SUV,134.0,Wit,Euro 6,5,116,"Deze Volkswagen T-Roc *Carplay*APS Av/Ar*Clim*ACC*Jantes alu is voor het eerst ingeschreven in 2020 

en heeft 100 100 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen T-Roc",https://www.autosphere.be/nl/detail/volkswagen-t-roc-*carplay*aps-av-ar*clim*acc*jantes-alu-4100-seraing-fb104885
FB103847,Seat,Ateca,Gas,22045,2022,Manual,22990,SUV,127.0,Blauw,Euro 6,5,110,"Deze Seat Ateca *Carplay*APS Ar*Clim auto*RĂ©gul is voor het eerst ingeschreven in 2022 

en heeft 22 045 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereSeat Ateca",https://www.autosphere.be/nl/detail/seat-ateca-*carplay*aps-ar*clim-auto*regul-4100-seraing-fb103847
FB76751,Volkswagen,Polo,Gas,25222,2022,Manual,18990,City,118.0,Grijs,Euro 6,5,95,"Deze Volkswagen Polo *Carplay*Clim*APS Av/Ar*Jantes Alu is voor het eerst ingeschreven in 2022 

en heeft 25 222 kilometers gereden.

    De beschrijving van de uitrusting en opties van dit voertuig zijn louter ter informatieve titel en onder voorbehoud van vergissingen.Ontdek onze andereVolkswagen Polo",https://www.autosphere.be/nl/detail/volkswagen-polo-*carplay*clim*aps-av-ar*jantes-alu-4100-seraing-fb76751
